review,sentiment
complete waste of time and money. furthermore the special effects were laughably bad. the cast was the plot made absolutely no sense. the story was terrible acting throughout.,0
beautifully crafted story. the cast was emotionally powerful and moving.,1
beautifully crafted story. furthermore brought tears to my eyes in the best way. and also beautifully crafted story. I felt that it was not what I expected.,1
a triumph of storytelling. honestly incredibly well paced and entertaining. the story was excellent script and direction.,1
Watched it last night. fell apart completely in the third act. the cast was the special effects were laughably bad. in addition complete waste of time and money. honestly no originality whatsoever.,0
beautifully crafted story. the story was incredibly well paced and entertaining.,1
poorly directed mess of a film. furthermore a soulless cash grab movie. to be honest the script was badly written. the story was complete waste of time and money.,0
Saw this with family. emotionally powerful and moving. to be honest a joy to watch from start to finish. I felt that absolutely brilliant film. furthermore emotionally powerful and moving.,1
Would recommend. the plot made absolutely no sense. and also complete waste of time and money. the cast was two hours I will never get back.,0
Saw this with family. the acting was phenomenal throughout. the story was emotionally powerful and moving.,1
Watched it last night. deeply moving and memorable experience. in addition masterpiece of modern cinema.,1
do not waste your time. honestly one of the worst films ever made. the cast was complete waste of time and money.,0
Saw this with family. the special effects were laughably bad. furthermore the plot made absolutely no sense. the cast was could not connect with any character.,0
Watched it last night. complete waste of time and money. to be honest one of the worst films ever made.,0
Would recommend. the dialogue was awful. the cast was I nearly fell asleep watching it. the story was the plot made absolutely no sense.,0
the plot twists were spectacular. the cast was absolutely brilliant film. the cast was a joy to watch from start to finish.,0
do not waste your time. and also two hours I will never get back. honestly do not waste your time.,0
Would recommend. fell apart completely in the third act. the story was no originality whatsoever. the cast was fell apart completely in the third act. to be honest I nearly fell asleep watching it.,0
deeply moving and memorable experience. the story was heartwarming and genuinely touching. and also beautifully crafted story.,1
Watched it last night. some scenes were memorable. honestly one of the best films I have seen. to be honest a triumph of storytelling. the story was excellent script and direction.,0
Would not recommend. incredibly well paced and entertaining. furthermore brought tears to my eyes in the best way.,0
Would recommend. painfully boring and slow paced. the cast was deeply disappointing film. the story was I nearly fell asleep watching it. and also fell apart completely in the third act.,0
I nearly fell asleep watching it. and also fell apart completely in the third act.,0
wooden performances from the entire cast. I felt that incredibly frustrating and unsatisfying. to be honest the plot made absolutely no sense. furthermore poorly directed mess of a film.,0
outstanding performance by the lead actor. the story was the plot twists were spectacular. and also visually stunning with great cinematography. honestly incredibly well paced and entertaining.,1
a must watch for everyone. to be honest the plot twists were spectacular. in addition a must watch for everyone.,1
I nearly fell asleep watching it. in addition do not waste your time. honestly painfully boring and slow paced. and also it was not what I expected. furthermore the special effects were laughably bad.,0
Watched it last night. poorly directed mess of a film. furthermore painfully boring and slow paced.,0
Would not recommend. a predictable and cliche story. I felt that the special effects were laughably bad. and also the film had some interesting moments. the story was I nearly fell asleep watching it. the cast was complete waste of time and money.,0
absolutely brilliant film. and also outstanding performance by the lead actor.,1
wooden performances from the entire cast. and also deeply disappointing film.,0
excellent script and direction. I felt that kept me on the edge of my seat. the cast was a triumph of storytelling. to be honest masterpiece of modern cinema.,1
brought tears to my eyes in the best way. furthermore emotionally powerful and moving. I felt that the acting was phenomenal throughout. and also the director tried something different. to be honest absolutely brilliant film.,1
visually stunning with great cinematography. I felt that outstanding performance by the lead actor.,1
outstanding performance by the lead actor. furthermore one of the best films I have seen. honestly a triumph of storytelling. I felt that heartwarming and genuinely touching.,1
Would recommend. superb direction and writing. in addition deeply moving and memorable experience. in addition one of the best films I have seen. in addition the director tried something different.,1
deeply moving and memorable experience. I felt that outstanding performance by the lead actor.,1
the script was badly written. honestly the dialogue was awful.,0
two hours I will never get back. I felt that the special effects were laughably bad. honestly I nearly fell asleep watching it. honestly could not connect with any character.,0
the script was badly written. to be honest fell apart completely in the third act. I felt that do not waste your time. and also painfully boring and slow paced.,0
masterpiece of modern cinema. furthermore brought tears to my eyes in the best way. I felt that the acting was phenomenal throughout. I felt that brought tears to my eyes in the best way.,1
deeply moving and memorable experience. the story was masterpiece of modern cinema.,1
Watched it last night. kept me on the edge of my seat. to be honest some scenes were memorable. the story was engaging and thought provoking.,1
two hours I will never get back. the cast was the script was badly written.,0
the director tried something different. and also I nearly fell asleep watching it. furthermore could not connect with any character.,0
the film had some interesting moments. the story was visually stunning with great cinematography. the story was incredibly well paced and entertaining. and also a joy to watch from start to finish.,1
masterpiece of modern cinema. I felt that kept me on the edge of my seat.,1
the script was badly written. the story was two hours I will never get back.,0
kept me on the edge of my seat. in addition engaging and thought provoking. I felt that engaging and thought provoking. honestly engaging and thought provoking.,1
poorly directed mess of a film. the story was deeply disappointing film.,0
Watched it last night. it was not what I expected. honestly a predictable and cliche story. honestly one of the worst films ever made.,1
two hours I will never get back. the story was I nearly fell asleep watching it.,0
terrible acting throughout. the cast was the script was badly written. in addition a predictable and cliche story. the cast was terrible acting throughout.,0
engaging and thought provoking. in addition masterpiece of modern cinema.,1
deeply moving and memorable experience. in addition masterpiece of modern cinema.,1
Watched it last night. painfully boring and slow paced. the story was one of the worst films ever made.,0
wooden performances from the entire cast. to be honest incredibly frustrating and unsatisfying. furthermore the special effects were laughably bad.,0
the dialogue was awful. and also deeply disappointing film. the cast was the film had some interesting moments. furthermore the special effects were laughably bad.,0
Watched it last night. brought tears to my eyes in the best way. and also beautifully crafted story. to be honest outstanding performance by the lead actor. furthermore incredibly well paced and entertaining.,1
engaging and thought provoking. honestly brought tears to my eyes in the best way. and also excellent script and direction. in addition the plot twists were spectacular.,1
Would not recommend. visually stunning with great cinematography. and also beautifully crafted story. to be honest one of the best films I have seen. furthermore masterpiece of modern cinema.,1
Would recommend. the plot made absolutely no sense. in addition complete waste of time and money.,0
a must watch for everyone. to be honest the plot twists were spectacular. honestly it was not what I expected. the cast was the plot twists were spectacular.,1
painfully boring and slow paced. the cast was poorly directed mess of a film.,0
deeply disappointing film. the story was wooden performances from the entire cast. to be honest wooden performances from the entire cast. the story was some scenes were memorable.,0
deeply disappointing film. the cast was a soulless cash grab movie.,0
incredibly well paced and entertaining. the cast was a triumph of storytelling. the story was deeply moving and memorable experience. to be honest engaging and thought provoking.,1
the dialogue was awful. furthermore deeply disappointing film. and also I nearly fell asleep watching it. honestly I nearly fell asleep watching it.,0
Would recommend. engaging and thought provoking. honestly one of the best films I have seen.,1
incredibly frustrating and unsatisfying. honestly the script was badly written. the story was do not waste your time.,1
engaging and thought provoking. furthermore emotionally powerful and moving. to be honest excellent script and direction. the cast was masterpiece of modern cinema.,1
beautifully crafted story. to be honest the film had some interesting moments. in addition a joy to watch from start to finish.,1
brought tears to my eyes in the best way. to be honest deeply moving and memorable experience. and also absolutely brilliant film. and also a must watch for everyone.,1
two hours I will never get back. I felt that poorly directed mess of a film. and also poorly directed mess of a film. to be honest the dialogue was awful.,0
complete waste of time and money. the cast was poorly directed mess of a film. and also deeply disappointing film.,0
outstanding performance by the lead actor. and also the plot twists were spectacular. the story was heartwarming and genuinely touching.,1
Would recommend. a soulless cash grab movie. honestly a soulless cash grab movie. in addition one of the worst films ever made. furthermore some scenes were memorable.,0
the plot twists were spectacular. the cast was the acting was phenomenal throughout. to be honest beautifully crafted story. in addition one of the best films I have seen.,1
I nearly fell asleep watching it. the story was two hours I will never get back. I felt that no originality whatsoever. to be honest painfully boring and slow paced.,0
Would not recommend. it was not what I expected. in addition do not waste your time. the story was I nearly fell asleep watching it.,0
no originality whatsoever. to be honest no originality whatsoever. in addition do not waste your time. honestly no originality whatsoever.,0
Saw this with family. a soulless cash grab movie. furthermore no originality whatsoever. and also it was not what I expected. furthermore incredibly frustrating and unsatisfying.,0
incredibly well paced and entertaining. the story was outstanding performance by the lead actor. in addition visually stunning with great cinematography. furthermore a must watch for everyone.,1
no originality whatsoever. honestly complete waste of time and money. in addition the director tried something different. the story was a predictable and cliche story. to be honest the script was badly written.,1
a triumph of storytelling. furthermore a triumph of storytelling. furthermore brought tears to my eyes in the best way. the story was incredibly well paced and entertaining.,1
poorly directed mess of a film. I felt that two hours I will never get back. honestly could not connect with any character.,0
painfully boring and slow paced. honestly painfully boring and slow paced. in addition could not connect with any character. the story was I nearly fell asleep watching it.,0
a soulless cash grab movie. and also complete waste of time and money. the story was a soulless cash grab movie.,0
painfully boring and slow paced. the cast was complete waste of time and money. in addition the special effects were laughably bad. to be honest deeply disappointing film.,0
painfully boring and slow paced. in addition deeply disappointing film. the story was one of the worst films ever made. I felt that a predictable and cliche story.,0
I nearly fell asleep watching it. and also no originality whatsoever. I felt that the plot made absolutely no sense.,0
Would not recommend. superb direction and writing. the story was superb direction and writing. the story was outstanding performance by the lead actor.,0
incredibly well paced and entertaining. the cast was the plot twists were spectacular. I felt that incredibly well paced and entertaining. the story was it was not what I expected. honestly beautifully crafted story.,1
visually stunning with great cinematography. in addition one of the best films I have seen. the cast was kept me on the edge of my seat.,1
incredibly frustrating and unsatisfying. the story was a predictable and cliche story. and also the script was badly written. the story was complete waste of time and money.,0
terrible acting throughout. to be honest complete waste of time and money.,0
superb direction and writing. in addition excellent script and direction. furthermore the plot twists were spectacular.,1
Would not recommend. heartwarming and genuinely touching. and also kept me on the edge of my seat.,0
Watched it last night. poorly directed mess of a film. to be honest two hours I will never get back. the cast was painfully boring and slow paced. honestly a soulless cash grab movie.,0
Saw this with family. a triumph of storytelling. I felt that beautifully crafted story. in addition the film had some interesting moments.,1
incredibly frustrating and unsatisfying. the story was incredibly frustrating and unsatisfying. the story was some scenes were memorable. the cast was fell apart completely in the third act.,0
poorly directed mess of a film. in addition poorly directed mess of a film. furthermore the special effects were laughably bad.,0
no originality whatsoever. the story was painfully boring and slow paced. and also the dialogue was awful.,0
Would not recommend. beautifully crafted story. the cast was emotionally powerful and moving.,1
Saw this with family. deeply disappointing film. to be honest do not waste your time.,0
Watched it last night. the script was badly written. in addition the dialogue was awful.,0
the plot twists were spectacular. and also superb direction and writing. to be honest a joy to watch from start to finish. furthermore excellent script and direction.,1
Would not recommend. engaging and thought provoking. and also a joy to watch from start to finish. in addition it was not what I expected.,1
superb direction and writing. and also kept me on the edge of my seat. to be honest deeply moving and memorable experience. I felt that a joy to watch from start to finish. the story was the director tried something different.,1
the film had some interesting moments. furthermore brought tears to my eyes in the best way. and also deeply moving and memorable experience. the cast was heartwarming and genuinely touching.,1
Watched it last night. the plot twists were spectacular. to be honest emotionally powerful and moving. to be honest engaging and thought provoking. to be honest outstanding performance by the lead actor.,1
Watched it last night. the plot made absolutely no sense. furthermore wooden performances from the entire cast.,0
Would recommend. the script was badly written. honestly do not waste your time. I felt that a predictable and cliche story.,0
could not connect with any character. furthermore wooden performances from the entire cast.,0
Saw this with family. complete waste of time and money. the story was incredibly frustrating and unsatisfying.,0
Would not recommend. do not waste your time. the cast was do not waste your time. in addition could not connect with any character.,0
Watched it last night. heartwarming and genuinely touching. honestly visually stunning with great cinematography. furthermore a triumph of storytelling.,1
Would recommend. the plot made absolutely no sense. the story was the dialogue was awful.,0
a predictable and cliche story. the cast was one of the worst films ever made.,0
visually stunning with great cinematography. the cast was the acting was phenomenal throughout. the cast was a joy to watch from start to finish.,1
Would recommend. a must watch for everyone. and also visually stunning with great cinematography.,1
Would not recommend. the dialogue was awful. I felt that complete waste of time and money. and also the dialogue was awful.,0
one of the worst films ever made. in addition fell apart completely in the third act. in addition wooden performances from the entire cast. in addition one of the worst films ever made.,0
no originality whatsoever. the cast was a soulless cash grab movie. furthermore a soulless cash grab movie.,0
a predictable and cliche story. and also fell apart completely in the third act. the cast was a soulless cash grab movie. the story was the film had some interesting moments. and also the plot made absolutely no sense.,0
Saw this with family. the script was badly written. the cast was fell apart completely in the third act.,0
Would not recommend. excellent script and direction. honestly some scenes were memorable. in addition engaging and thought provoking. in addition excellent script and direction. the story was the plot twists were spectacular.,1
visually stunning with great cinematography. the story was some scenes were memorable. furthermore engaging and thought provoking.,1
terrible acting throughout. the story was terrible acting throughout. and also painfully boring and slow paced. to be honest one of the worst films ever made.,0
Would recommend. no originality whatsoever. furthermore a predictable and cliche story. honestly I nearly fell asleep watching it.,0
Would recommend. superb direction and writing. and also beautifully crafted story. furthermore deeply moving and memorable experience.,0
excellent script and direction. and also brought tears to my eyes in the best way. to be honest the film had some interesting moments.,1
could not connect with any character. to be honest no originality whatsoever. the cast was fell apart completely in the third act. furthermore two hours I will never get back.,0
Would not recommend. wooden performances from the entire cast. in addition the script was badly written. in addition deeply disappointing film.,0
the director tried something different. I felt that fell apart completely in the third act. to be honest the script was badly written.,0
poorly directed mess of a film. and also incredibly frustrating and unsatisfying.,0
the acting was phenomenal throughout. I felt that some scenes were memorable. the story was deeply moving and memorable experience.,1
poorly directed mess of a film. furthermore wooden performances from the entire cast. and also wooden performances from the entire cast. the cast was could not connect with any character.,0
Saw this with family. kept me on the edge of my seat. the story was visually stunning with great cinematography. to be honest the director tried something different.,1
the director tried something different. I felt that complete waste of time and money. the story was two hours I will never get back. in addition the special effects were laughably bad. to be honest complete waste of time and money.,0
the plot twists were spectacular. honestly the plot twists were spectacular.,1
Watched it last night. fell apart completely in the third act. furthermore poorly directed mess of a film. honestly complete waste of time and money. I felt that some scenes were memorable.,0
Would recommend. a triumph of storytelling. and also brought tears to my eyes in the best way.,1
deeply moving and memorable experience. to be honest the acting was phenomenal throughout.,1
could not connect with any character. furthermore poorly directed mess of a film. honestly complete waste of time and money. honestly a predictable and cliche story.,0
two hours I will never get back. honestly the special effects were laughably bad.,0
visually stunning with great cinematography. the cast was the plot twists were spectacular. I felt that a must watch for everyone. I felt that deeply moving and memorable experience.,0
a predictable and cliche story. to be honest the special effects were laughably bad. I felt that some scenes were memorable. in addition no originality whatsoever.,0
Watched it last night. deeply disappointing film. and also complete waste of time and money. honestly the special effects were laughably bad. the cast was one of the worst films ever made.,1
Would recommend. the acting was phenomenal throughout. furthermore the plot twists were spectacular. to be honest engaging and thought provoking.,1
Would recommend. beautifully crafted story. the cast was a triumph of storytelling. the story was kept me on the edge of my seat. the cast was a triumph of storytelling.,1
the plot made absolutely no sense. to be honest painfully boring and slow paced. to be honest fell apart completely in the third act. I felt that some scenes were memorable. and also a soulless cash grab movie.,0
Saw this with family. terrible acting throughout. the story was fell apart completely in the third act.,1
Would not recommend. it was not what I expected. to be honest do not waste your time. the story was complete waste of time and money. I felt that the dialogue was awful. the story was a predictable and cliche story.,0
engaging and thought provoking. and also visually stunning with great cinematography. I felt that one of the best films I have seen. furthermore it was not what I expected. in addition visually stunning with great cinematography.,0
Would not recommend. brought tears to my eyes in the best way. in addition the plot twists were spectacular.,1
one of the worst films ever made. honestly deeply disappointing film. and also painfully boring and slow paced.,0
a soulless cash grab movie. furthermore one of the worst films ever made.,0
terrible acting throughout. honestly deeply disappointing film. in addition poorly directed mess of a film. in addition the dialogue was awful.,0
a soulless cash grab movie. I felt that deeply disappointing film.,0
wooden performances from the entire cast. honestly poorly directed mess of a film.,0
Would not recommend. a soulless cash grab movie. I felt that one of the worst films ever made. and also terrible acting throughout.,1
Would recommend. the special effects were laughably bad. and also do not waste your time. and also the special effects were laughably bad. to be honest one of the worst films ever made.,0
Would recommend. emotionally powerful and moving. I felt that incredibly well paced and entertaining. honestly a joy to watch from start to finish. the cast was heartwarming and genuinely touching.,1
the plot made absolutely no sense. the cast was wooden performances from the entire cast. honestly the director tried something different. in addition complete waste of time and money. to be honest do not waste your time.,0
do not waste your time. furthermore I nearly fell asleep watching it. honestly painfully boring and slow paced.,0
Saw this with family. masterpiece of modern cinema. furthermore deeply moving and memorable experience.,1
Would not recommend. beautifully crafted story. to be honest heartwarming and genuinely touching. honestly heartwarming and genuinely touching. in addition it was not what I expected.,1
masterpiece of modern cinema. I felt that one of the best films I have seen. in addition a triumph of storytelling. to be honest a joy to watch from start to finish.,1
Would recommend. brought tears to my eyes in the best way. the story was engaging and thought provoking. furthermore engaging and thought provoking.,1
the plot made absolutely no sense. the cast was the plot made absolutely no sense. in addition the director tried something different.,0
the director tried something different. the story was a must watch for everyone. honestly a triumph of storytelling. the story was superb direction and writing. furthermore visually stunning with great cinematography.,1
Would recommend. no originality whatsoever. in addition fell apart completely in the third act. in addition two hours I will never get back. in addition do not waste your time.,0
I nearly fell asleep watching it. furthermore the special effects were laughably bad. to be honest two hours I will never get back. furthermore wooden performances from the entire cast.,0
beautifully crafted story. furthermore beautifully crafted story. and also a triumph of storytelling.,1
a predictable and cliche story. furthermore terrible acting throughout. and also one of the worst films ever made.,0
engaging and thought provoking. to be honest the director tried something different. I felt that a triumph of storytelling. honestly incredibly well paced and entertaining.,0
brought tears to my eyes in the best way. to be honest one of the best films I have seen. I felt that the film had some interesting moments. in addition outstanding performance by the lead actor. furthermore superb direction and writing.,1
visually stunning with great cinematography. I felt that heartwarming and genuinely touching. and also superb direction and writing.,1
Watched it last night. two hours I will never get back. I felt that a soulless cash grab movie. the story was poorly directed mess of a film. honestly two hours I will never get back.,1
deeply moving and memorable experience. in addition visually stunning with great cinematography. and also superb direction and writing.,1
Would not recommend. outstanding performance by the lead actor. I felt that beautifully crafted story. honestly brought tears to my eyes in the best way. and also the acting was phenomenal throughout.,1
brought tears to my eyes in the best way. the story was a must watch for everyone. to be honest brought tears to my eyes in the best way.,1
Watched it last night. emotionally powerful and moving. in addition masterpiece of modern cinema. honestly a joy to watch from start to finish. I felt that absolutely brilliant film.,1
do not waste your time. I felt that deeply disappointing film. the story was the dialogue was awful.,0
Would recommend. outstanding performance by the lead actor. I felt that engaging and thought provoking. and also brought tears to my eyes in the best way. to be honest the plot twists were spectacular.,1
Would recommend. excellent script and direction. the story was heartwarming and genuinely touching. the cast was one of the best films I have seen. to be honest a triumph of storytelling.,1
complete waste of time and money. the cast was could not connect with any character. the cast was the script was badly written.,0
the dialogue was awful. and also poorly directed mess of a film.,0
do not waste your time. furthermore wooden performances from the entire cast. and also one of the worst films ever made.,0
Saw this with family. a must watch for everyone. to be honest the acting was phenomenal throughout. and also the plot twists were spectacular. honestly a joy to watch from start to finish.,1
a predictable and cliche story. in addition the special effects were laughably bad. to be honest complete waste of time and money. the cast was could not connect with any character.,0
Saw this with family. I nearly fell asleep watching it. honestly I nearly fell asleep watching it. and also the dialogue was awful. and also poorly directed mess of a film.,0
terrible acting throughout. in addition no originality whatsoever. furthermore terrible acting throughout.,0
Saw this with family. poorly directed mess of a film. the cast was one of the worst films ever made. the cast was the script was badly written.,0
Would not recommend. the script was badly written. I felt that do not waste your time. honestly could not connect with any character.,0
Would recommend. painfully boring and slow paced. I felt that deeply disappointing film. the story was some scenes were memorable. to be honest the dialogue was awful. furthermore complete waste of time and money.,0
complete waste of time and money. to be honest I nearly fell asleep watching it.,0
deeply moving and memorable experience. I felt that incredibly well paced and entertaining. honestly some scenes were memorable.,1
absolutely brilliant film. and also engaging and thought provoking. the story was the plot twists were spectacular.,0
Would not recommend. engaging and thought provoking. honestly absolutely brilliant film.,1
Saw this with family. painfully boring and slow paced. the cast was a soulless cash grab movie. the cast was the plot made absolutely no sense.,0
poorly directed mess of a film. and also the script was badly written. honestly terrible acting throughout.,0
complete waste of time and money. the story was incredibly frustrating and unsatisfying. in addition the special effects were laughably bad.,0
a triumph of storytelling. and also it was not what I expected. furthermore kept me on the edge of my seat. the cast was masterpiece of modern cinema.,1
wooden performances from the entire cast. furthermore one of the worst films ever made. in addition do not waste your time.,0
Watched it last night. a joy to watch from start to finish. honestly kept me on the edge of my seat.,0
deeply moving and memorable experience. honestly kept me on the edge of my seat. the cast was brought tears to my eyes in the best way.,1
could not connect with any character. honestly the script was badly written. I felt that do not waste your time.,0
the director tried something different. I felt that poorly directed mess of a film. honestly the plot made absolutely no sense.,0
absolutely brilliant film. honestly the film had some interesting moments. the cast was heartwarming and genuinely touching. I felt that the acting was phenomenal throughout.,0
Watched it last night. the director tried something different. furthermore a predictable and cliche story. in addition I nearly fell asleep watching it.,0
emotionally powerful and moving. furthermore outstanding performance by the lead actor.,1
Watched it last night. incredibly frustrating and unsatisfying. the story was terrible acting throughout. I felt that no originality whatsoever.,0
incredibly well paced and entertaining. the story was masterpiece of modern cinema. to be honest outstanding performance by the lead actor. I felt that absolutely brilliant film.,1
outstanding performance by the lead actor. to be honest deeply moving and memorable experience. and also the plot twists were spectacular.,0
a joy to watch from start to finish. and also the film had some interesting moments. furthermore engaging and thought provoking. honestly a must watch for everyone.,1
heartwarming and genuinely touching. the cast was deeply moving and memorable experience. and also kept me on the edge of my seat. in addition absolutely brilliant film.,1
Would recommend. emotionally powerful and moving. I felt that outstanding performance by the lead actor. furthermore visually stunning with great cinematography. the cast was deeply moving and memorable experience.,1
Would recommend. wooden performances from the entire cast. and also a predictable and cliche story. in addition a predictable and cliche story.,0
Would not recommend. a joy to watch from start to finish. in addition some scenes were memorable. in addition visually stunning with great cinematography. to be honest visually stunning with great cinematography. and also a must watch for everyone.,1
visually stunning with great cinematography. furthermore it was not what I expected. and also the acting was phenomenal throughout. the cast was the acting was phenomenal throughout. and also incredibly well paced and entertaining.,1
the director tried something different. to be honest the acting was phenomenal throughout. honestly heartwarming and genuinely touching. and also deeply moving and memorable experience. I felt that a joy to watch from start to finish.,1
heartwarming and genuinely touching. in addition superb direction and writing.,1
Saw this with family. wooden performances from the entire cast. I felt that the special effects were laughably bad. and also deeply disappointing film. and also complete waste of time and money.,0
Saw this with family. a triumph of storytelling. to be honest emotionally powerful and moving. to be honest the plot twists were spectacular. in addition emotionally powerful and moving.,1
excellent script and direction. to be honest outstanding performance by the lead actor.,1
a predictable and cliche story. in addition wooden performances from the entire cast. I felt that it was not what I expected. and also a predictable and cliche story.,1
beautifully crafted story. to be honest excellent script and direction. in addition masterpiece of modern cinema. the story was visually stunning with great cinematography.,1
Would recommend. the dialogue was awful. the story was I nearly fell asleep watching it. and also the plot made absolutely no sense.,0
Saw this with family. emotionally powerful and moving. furthermore excellent script and direction. furthermore one of the best films I have seen. honestly absolutely brilliant film.,1
one of the worst films ever made. furthermore a soulless cash grab movie.,0
Saw this with family. the plot made absolutely no sense. I felt that no originality whatsoever. the story was incredibly frustrating and unsatisfying.,1
heartwarming and genuinely touching. furthermore a joy to watch from start to finish. in addition a must watch for everyone. I felt that some scenes were memorable. to be honest a joy to watch from start to finish.,1
it was not what I expected. I felt that emotionally powerful and moving. the cast was a triumph of storytelling. the cast was brought tears to my eyes in the best way. furthermore masterpiece of modern cinema.,1
some scenes were memorable. the story was absolutely brilliant film. and also one of the best films I have seen.,1
heartwarming and genuinely touching. to be honest a must watch for everyone. the cast was a must watch for everyone. I felt that a must watch for everyone.,0
deeply moving and memorable experience. I felt that deeply moving and memorable experience. the story was the acting was phenomenal throughout.,1
Watched it last night. kept me on the edge of my seat. in addition the acting was phenomenal throughout. in addition the acting was phenomenal throughout. I felt that the plot twists were spectacular.,1
the plot twists were spectacular. the cast was a triumph of storytelling. the story was it was not what I expected. the cast was kept me on the edge of my seat.,1
engaging and thought provoking. I felt that outstanding performance by the lead actor. and also the plot twists were spectacular. the cast was heartwarming and genuinely touching.,1
visually stunning with great cinematography. furthermore deeply moving and memorable experience. in addition the director tried something different. honestly visually stunning with great cinematography. in addition the plot twists were spectacular.,1
Would not recommend. I nearly fell asleep watching it. the story was the film had some interesting moments. to be honest a predictable and cliche story. I felt that wooden performances from the entire cast. I felt that could not connect with any character.,0
kept me on the edge of my seat. and also the acting was phenomenal throughout. the story was beautifully crafted story. I felt that one of the best films I have seen.,1
fell apart completely in the third act. honestly terrible acting throughout. and also the script was badly written. the story was fell apart completely in the third act.,0
Would recommend. poorly directed mess of a film. the cast was complete waste of time and money. honestly painfully boring and slow paced.,0
Would recommend. a triumph of storytelling. and also a joy to watch from start to finish. furthermore masterpiece of modern cinema. in addition absolutely brilliant film.,1
one of the best films I have seen. to be honest absolutely brilliant film. and also engaging and thought provoking.,1
outstanding performance by the lead actor. furthermore excellent script and direction. in addition heartwarming and genuinely touching. to be honest the acting was phenomenal throughout.,1
do not waste your time. in addition poorly directed mess of a film. the story was poorly directed mess of a film. in addition the special effects were laughably bad.,0
masterpiece of modern cinema. in addition beautifully crafted story. furthermore one of the best films I have seen. in addition excellent script and direction.,1
engaging and thought provoking. honestly heartwarming and genuinely touching. to be honest it was not what I expected.,1
heartwarming and genuinely touching. the story was a joy to watch from start to finish.,1
Would not recommend. the acting was phenomenal throughout. furthermore superb direction and writing. I felt that incredibly well paced and entertaining. honestly the film had some interesting moments.,1
excellent script and direction. the cast was incredibly well paced and entertaining. I felt that engaging and thought provoking.,0
Saw this with family. deeply moving and memorable experience. to be honest superb direction and writing. in addition emotionally powerful and moving.,1
the dialogue was awful. the cast was two hours I will never get back. to be honest the film had some interesting moments.,0
a soulless cash grab movie. furthermore the special effects were laughably bad.,0
fell apart completely in the third act. in addition terrible acting throughout.,0
a soulless cash grab movie. in addition deeply disappointing film. I felt that a predictable and cliche story. and also complete waste of time and money.,0
Would not recommend. I nearly fell asleep watching it. furthermore a predictable and cliche story. the story was a soulless cash grab movie. and also the dialogue was awful.,0
the acting was phenomenal throughout. furthermore deeply moving and memorable experience. the cast was incredibly well paced and entertaining. the story was outstanding performance by the lead actor.,1
the special effects were laughably bad. in addition do not waste your time.,0
Would not recommend. deeply moving and memorable experience. to be honest deeply moving and memorable experience.,1
two hours I will never get back. in addition no originality whatsoever. to be honest the script was badly written.,0
complete waste of time and money. the story was the director tried something different. and also two hours I will never get back. and also a predictable and cliche story. and also painfully boring and slow paced.,0
the plot twists were spectacular. honestly engaging and thought provoking.,1
one of the worst films ever made. in addition one of the worst films ever made. the story was deeply disappointing film. furthermore painfully boring and slow paced.,1
two hours I will never get back. I felt that could not connect with any character. in addition complete waste of time and money. to be honest some scenes were memorable. I felt that poorly directed mess of a film.,0
Would recommend. brought tears to my eyes in the best way. the story was masterpiece of modern cinema. honestly some scenes were memorable. furthermore outstanding performance by the lead actor. in addition the plot twists were spectacular.,1
brought tears to my eyes in the best way. and also the director tried something different. and also superb direction and writing. in addition the plot twists were spectacular.,1
Watched it last night. I nearly fell asleep watching it. honestly deeply disappointing film. I felt that complete waste of time and money. the cast was complete waste of time and money.,0
the plot made absolutely no sense. and also the dialogue was awful. in addition no originality whatsoever.,0
Watched it last night. one of the worst films ever made. the cast was a predictable and cliche story. the cast was the plot made absolutely no sense.,0
Would not recommend. the film had some interesting moments. to be honest deeply disappointing film. to be honest a predictable and cliche story.,0
Saw this with family. incredibly frustrating and unsatisfying. in addition the script was badly written. in addition terrible acting throughout. furthermore wooden performances from the entire cast. I felt that the film had some interesting moments.,0
excellent script and direction. furthermore absolutely brilliant film.,1
Would not recommend. the script was badly written. to be honest deeply disappointing film. furthermore complete waste of time and money. in addition do not waste your time.,1
masterpiece of modern cinema. the cast was brought tears to my eyes in the best way. and also a joy to watch from start to finish. and also a triumph of storytelling.,1
Would not recommend. do not waste your time. honestly the dialogue was awful.,0
Saw this with family. two hours I will never get back. to be honest do not waste your time. honestly a soulless cash grab movie.,0
the dialogue was awful. I felt that the special effects were laughably bad. the cast was the script was badly written.,0
heartwarming and genuinely touching. and also brought tears to my eyes in the best way. honestly excellent script and direction.,0
superb direction and writing. furthermore visually stunning with great cinematography. furthermore beautifully crafted story. and also one of the best films I have seen.,1
Watched it last night. painfully boring and slow paced. furthermore two hours I will never get back. in addition a soulless cash grab movie. to be honest two hours I will never get back.,0
Would not recommend. could not connect with any character. the story was a predictable and cliche story. in addition the dialogue was awful.,0
engaging and thought provoking. in addition excellent script and direction. honestly outstanding performance by the lead actor.,1
absolutely brilliant film. honestly visually stunning with great cinematography. in addition some scenes were memorable.,1
Would not recommend. outstanding performance by the lead actor. furthermore outstanding performance by the lead actor. to be honest incredibly well paced and entertaining. I felt that absolutely brilliant film.,1
the director tried something different. the cast was superb direction and writing. the cast was absolutely brilliant film.,1
visually stunning with great cinematography. I felt that absolutely brilliant film. in addition outstanding performance by the lead actor. the story was some scenes were memorable.,1
